<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
23548	ribosomal protein L36a pseudogene 1			19123937
19777	ribosomal protein L36a pseudogene 2			19123937
19802	ribosomal protein L36a pseudogene 4			19123937
21258	ribosomal protein L36a pseudogene 5	bA256G5.1		19123937
23365	ribosomal protein L36a pseudogene 6	bA380I20.1		19123937
31328	ribosomal protein L36a pseudogene 7			19123937
30973	ribosomal protein L36a pseudogene 8			19123937
35872	ribosomal protein L36a pseudogene 9			19123937
36175	ribosomal protein L36a pseudogene 10			19123937
36385	ribosomal protein L36a pseudogene 11			19123937
35897	ribosomal protein L36a pseudogene 12			19123937
35877	ribosomal protein L36a pseudogene 13			19123937
36788	ribosomal protein L36a pseudogene 14			19123937
36648	ribosomal protein L36a pseudogene 15			19123937
36416	ribosomal protein L36a pseudogene 16			19123937
35750	ribosomal protein L36a pseudogene 17			19123937
35484	ribosomal protein L36a pseudogene 18			19123937
36436	ribosomal protein L36a pseudogene 19			19123937
36250	ribosomal protein L36a pseudogene 20			19123937
37041	ribosomal protein L36a pseudogene 21			19123937
36002	ribosomal protein L36a pseudogene 23			19123937
36252	ribosomal protein L36a pseudogene 24			19123937
35926	ribosomal protein L36a pseudogene 25			19123937
36758	ribosomal protein L36a pseudogene 26			19123937
35650	ribosomal protein L36a pseudogene 27			19123937
36702	ribosomal protein L36a pseudogene 28			19123937
36897	ribosomal protein L36a pseudogene 29			19123937
36216	ribosomal protein L36a pseudogene 30			19123937
36066	ribosomal protein L36a pseudogene 31			19123937
36540	ribosomal protein L36a pseudogene 32			19123937
36475	ribosomal protein L36a pseudogene 33			19123937
35882	ribosomal protein L36a pseudogene 34			19123937
35639	ribosomal protein L36a pseudogene 35			19123937
36326	ribosomal protein L36a pseudogene 36			19123937
36969	ribosomal protein L36a pseudogene 37			19123937
35594	ribosomal protein L36a pseudogene 38			19123937
36074	ribosomal protein L36a pseudogene 39			19123937
36300	ribosomal protein L36a pseudogene 40			19123937
35813	ribosomal protein L36a pseudogene 41			19123937
36277	ribosomal protein L36a pseudogene 42			19123937
36791	ribosomal protein L36a pseudogene 43			19123937
36986	ribosomal protein L36a pseudogene 44			19123937
36032	ribosomal protein L36a pseudogene 45			19123937
35812	ribosomal protein L36a pseudogene 46			19123937
35624	ribosomal protein L36a pseudogene 47			19123937
36721	ribosomal protein L36a pseudogene 48			19123937
36274	ribosomal protein L36a pseudogene 49			19123937
36372	ribosomal protein L36a pseudogene 50			19123937
36632	ribosomal protein L36a pseudogene 51			19123937
36517	ribosomal protein L36a pseudogene 53			19123937
35831	ribosomal protein L36a pseudogene 54			19123937
16338	ribosomal protein L36 pseudogene 1	bA80K6.3		19123937
16570	ribosomal protein L36 pseudogene 2	dJ530I15.5		19123937
19786	ribosomal protein L36 pseudogene 3			19123937
16569	ribosomal protein L36 pseudogene 4	dJ477O4.3		19123937
35567	ribosomal protein L36 pseudogene 5			19123937
36046	ribosomal protein L36 pseudogene 6			19123937
35830	ribosomal protein L36 pseudogene 7			19123937
36493	ribosomal protein L36 pseudogene 8			19123937
36746	ribosomal protein L36 pseudogene 9			19123937
36318	ribosomal protein L36 pseudogene 10			19123937
36271	ribosomal protein L36 pseudogene 11			19123937
35590	ribosomal protein L36 pseudogene 12			19123937
36941	ribosomal protein L36 pseudogene 13			19123937
35734	ribosomal protein L36 pseudogene 14			19123937
36787	ribosomal protein L36 pseudogene 15			19123937
37010	ribosomal protein L36 pseudogene 16			19123937
35884	ribosomal protein L36 pseudogene 17			19123937
36856	ribosomal protein L36 pseudogene 18			19123937
10347	ribosomal protein L37		"60S ribosomal protein L37a"	7545944, 9582194
10348	ribosomal protein L37a			1437567
16548	ribosomal protein L37a pseudogene 1	dJ1013A22.4		19123937
36880	ribosomal protein L37a pseudogene 2			19123937
36222	ribosomal protein L37a pseudogene 3			19123937
35586	ribosomal protein L37a pseudogene 4			19123937
36977	ribosomal protein L37a pseudogene 5			19123937
36824	ribosomal protein L37a pseudogene 6			19123937
35888	ribosomal protein L37a pseudogene 7			19123937
35645	ribosomal protein L37a pseudogene 8			19123937
36835	ribosomal protein L37a pseudogene 9			19123937
16337	ribosomal protein L37 pseudogene 1	bA563A22B.2		19123937
17092	ribosomal protein L37 pseudogene 2	PSANK1		19123937
17238	ribosomal protein L37 pseudogene 3	RL37P		19123937
17239	ribosomal protein L37 pseudogene 4	RL37P2		19123937
23549	ribosomal protein L37 pseudogene 5			19123937
31080	ribosomal protein L37 pseudogene 6			19123937
36499	ribosomal protein L37 pseudogene 7			19123937
36279	ribosomal protein L37 pseudogene 8			19123937
35688	ribosomal protein L37 pseudogene 9			19123937
36951	ribosomal protein L37 pseudogene 10			19123937
36459	ribosomal protein L37 pseudogene 11			19123937
36989	ribosomal protein L37 pseudogene 12			19123937
36255	ribosomal protein L37 pseudogene 13			19123937
36871	ribosomal protein L37 pseudogene 14			19123937
36659	ribosomal protein L37 pseudogene 15			19123937
35949	ribosomal protein L37 pseudogene 16			19123937
36023	ribosomal protein L37 pseudogene 17			19123937
35919	ribosomal protein L37 pseudogene 18			19123937
35576	ribosomal protein L37 pseudogene 19			19123937
36562	ribosomal protein L37 pseudogene 20			19123937
36256	ribosomal protein L37 pseudogene 21			19123937
37019	ribosomal protein L37 pseudogene 22			19123937
37003	ribosomal protein L37 pseudogene 23			19123937
36201	ribosomal protein L37 pseudogene 24			19123937
10349	ribosomal protein L38			9582194
17093	ribosomal protein L38 pseudogene 1			9375793, 19123937
36620	ribosomal protein L38 pseudogene 2			19123937
35980	ribosomal protein L38 pseudogene 3			19123937
10350	ribosomal protein L39			8764829
17094	ribosomal protein L39-like			
16558	ribosomal protein L39 pseudogene	dJ1167H4.5		19123937
19774	ribosomal protein L39 pseudogene 2			19123937
21383	ribosomal protein L39 pseudogene 3	Em:AC019205.3		19123937
31327	ribosomal protein L39 pseudogene 4			19123937
26015	ribosomal protein L39 pseudogene 5			19123937
35803	ribosomal protein L39 pseudogene 6			19123937
36651	ribosomal protein L39 pseudogene 7			19123937
36329	ribosomal protein L39 pseudogene 8			19123937
35580	ribosomal protein L39 pseudogene 9			19123937
35745	ribosomal protein L39 pseudogene 10			19123937
36798	ribosomal protein L39 pseudogene 11			19123937
36166	ribosomal protein L39 pseudogene 12			19123937
36705	ribosomal protein L39 pseudogene 13			19123937
36609	ribosomal protein L39 pseudogene 14			19123937
35856	ribosomal protein L39 pseudogene 15			19123937
35912	ribosomal protein L39 pseudogene 16			19123937
35545	ribosomal protein L39 pseudogene 17			19123937
36111	ribosomal protein L39 pseudogene 18			19123937
36346	ribosomal protein L39 pseudogene 19			19123937
36366	ribosomal protein L39 pseudogene 20			19123937
36218	ribosomal protein L39 pseudogene 21			19123937
36072	ribosomal protein L39 pseudogene 22			19123937
36581	ribosomal protein L39 pseudogene 23			19123937
36431	ribosomal protein L39 pseudogene 24			19123937
37002	ribosomal protein L39 pseudogene 25			19123937
35900	ribosomal protein L39 pseudogene 26			19123937
36114	ribosomal protein L39 pseudogene 27			19123937
35619	ribosomal protein L39 pseudogene 28			19123937
35808	ribosomal protein L39 pseudogene 29			19123937
36979	ribosomal protein L39 pseudogene 30			19123937
36488	ribosomal protein L39 pseudogene 31			19123937
36959	ribosomal protein L39 pseudogene 32			19123937
36315	ribosomal protein L39 pseudogene 33			19123937
36528	ribosomal protein L39 pseudogene 34			19123937
35815	ribosomal protein L39 pseudogene 35			19123937
36076	ribosomal protein L39 pseudogene 36			19123937
36282	ribosomal protein L39 pseudogene 37			19123937
36935	ribosomal protein L39 pseudogene 38			19123937
36514	ribosomal protein L39 pseudogene 39			19123937
35823	ribosomal protein L39 pseudogene 40			19123937
35941	ribosomal protein L39 pseudogene 41			19123937
36204	ribosomal protein L39 pseudogene 42			19123937
10354	ribosomal protein L41			1326959, 9582194
10356	ribosomal protein L41 pseudogene 1			
10357	ribosomal protein L41 pseudogene 2			
10358	ribosomal protein L41 pseudogene 3			
19788	ribosomal protein L41 pseudogene 4			
10355	ribosomal protein L41 pseudogene 5			8332507
37655	ribosomal protein L41 pseudogene 6			
37656	ribosomal protein L41 pseudogene 7			
10371	ribosomal protein, large, P0	PRLP0, P0, L10E, RPP0	"acidic ribosomal phosphoprotein P0"	9582194
10372	ribosomal protein, large, P1			
19793	ribosomal protein, large, P1 pseudogene 1			19123937
36210	ribosomal protein, large, P1 pseudogene 2			19123937
36870	ribosomal protein, large, P1 pseudogene 3			19123937
36939	ribosomal protein, large, P1 pseudogene 4			19123937
35842	ribosomal protein, large, P1 pseudogene 5			19123937
35809	ribosomal protein, large, P1 pseudogene 6			19123937
36156	ribosomal protein, large, P1 pseudogene 7			19123937
36104	ribosomal protein, large, P1 pseudogene 8			19123937
36069	ribosomal protein, large, P1 pseudogene 9			19123937
35509	ribosomal protein, large, P1 pseudogene 10			19123937
36196	ribosomal protein, large, P1 pseudogene 11			19123937
36858	ribosomal protein, large, P1 pseudogene 12			19123937
10377	ribosomal protein, large, P2	P2, RPP2, MGC71408	"60S acidic ribosomal protein P2", "acidic ribosomal phosphoprotein P2"	3323886
18724	ribosomal protein, large P2, pseudogene 1	dJ408B20.3		19123937
36590	ribosomal protein, large, P2 pseudogene 2			19123937
36494	ribosomal protein, large, P2 pseudogene 3			19123937
36837	ribosomal protein, large, P2 pseudogene 4			19123937
35706	ribosomal protein, large, P2 pseudogene 5			19123937
16585	ribosomal protein, large, P0 pseudogene 1	dJ777L9.2		
17960	ribosomal protein, large, P0 pseudogene 2			19123937
23558	ribosomal protein, large, P0 pseudogene 3			19123937
36489	ribosomal protein, large, P0 pseudogene 4			19123937
35620	ribosomal protein, large, P0 pseudogene 5			19123937
36404	ribosomal protein, large, P0 pseudogene 6			19123937
36578	ribosomal protein, large, P0 pseudogene 7			19123937
35867	ribosomal protein, large, P0 pseudogene 8			19123937
35991	ribosomal protein, large, P0 pseudogene 10			19123937
36572	ribosomal protein, large, P0 pseudogene 11			19123937
10381	ribophorin I	OST1		
10382	ribophorin II	SWP1, RPNII, RIBIIR, RPN-II		
30327	ribonuclease P/MRP 14kDa subunit	P14		10024167, 11929972
21300	ribonuclease P/MRP 21kDa subunit	FLJ22638, Em:AB014085.3		
30361	ribonuclease P/MRP 25kDa subunit	FLJ20374	"RNase P protein subunit p25"	12003489
17688	ribonuclease P/MRP 30kDa subunit	TSG15		9037013, 9308968
30329	ribonuclease P/MRP 38kDa subunit			9037013, 9630247
20992	ribonuclease P/MRP 40kDa subunit	bA428J1.3		9630247
19273	ribonuclease P RNA component H1	H1RNA		7916700, 2470644
25560	regulation of nuclear pre-mRNA domain containing 1A	P15RS, FLJ10656, HsT3101	"cyclin-dependent kinase 2B-inhibitor-related protein", "Cyclin-dependent kinase inhibitor 2B-related protein (p15INK4B-related protein)"	12470661
16209	regulation of nuclear pre-mRNA domain containing 1B	dJ1057B20.2, DKFZp434P0735, CREPT, FLJ44520, NET60		
29039	regulation of nuclear pre-mRNA domain containing 2	FLJ32145, HSPC099		9455484
24201	reprimo, TP53 dependent G2 arrest mediator candidate	FLJ90327, REPRIMO	"candidate mediator of the p53 dependent G2 arrest", "REPRIMO"	10930422
32422	reprimo-like	MGC43894		
10404	ribosomal protein S2	LLREP3		9582194
16580	ribosomal protein S2 pseudogene 1	dJ64K7.1		19123937
19790	ribosomal protein S2 pseudogene 2			19123937
19806	ribosomal protein S2 pseudogene 3			19123937
19814	ribosomal protein S2 pseudogene 4			19123937
31386	ribosomal protein S2 pseudogene 5	bcm384		19123937
25485	ribosomal protein S2 pseudogene 6			19123937
15838	ribosomal protein S2 pseudogene 7	dJ688G8.1		19123937
36207	ribosomal protein S2 pseudogene 8			19123937
36704	ribosomal protein S2 pseudogene 9			19123937
36892	ribosomal protein S2 pseudogene 10			19123937
36350	ribosomal protein S2 pseudogene 11			19123937
36546	ribosomal protein S2 pseudogene 12			19123937
36021	ribosomal protein S2 pseudogene 13			19123937
36389	ribosomal protein S2 pseudogene 14			19123937
36468	ribosomal protein S2 pseudogene 15			19123937
36865	ribosomal protein S2 pseudogene 16			19123937
35764	ribosomal protein S2 pseudogene 17			19123937
36449	ribosomal protein S2 pseudogene 18			19123937
35786	ribosomal protein S2 pseudogene 19			19123937
35992	ribosomal protein S2 pseudogene 20			19123937
35591	ribosomal protein S2 pseudogene 21			19123937
35506	ribosomal protein S2 pseudogene 22			19123937
35760	ribosomal protein S2 pseudogene 23			19123937
35887	ribosomal protein S2 pseudogene 24			19123937
36410	ribosomal protein S2 pseudogene 25			19123937
36157	ribosomal protein S2 pseudogene 26			19123937
36876	ribosomal protein S2 pseudogene 27			19123937
35780	ribosomal protein S2 pseudogene 28			19123937
36011	ribosomal protein S2 pseudogene 29			19123937
36987	ribosomal protein S2 pseudogene 30			19123937
36965	ribosomal protein S2 pseudogene 31			19123937
30518	ribosomal protein S2 pseudogene 32	MGC27348		12477932, 19123937
35549	ribosomal protein S2 pseudogene 33			19123937
36370	ribosomal protein S2 pseudogene 34			19123937
36757	ribosomal protein S2 pseudogene 35			19123937
36784	ribosomal protein S2 pseudogene 36			19123937
36482	ribosomal protein S2 pseudogene 37			19123937
36584	ribosomal protein S2 pseudogene 38			19123937
36131	ribosomal protein S2 pseudogene 39			19123937
35541	ribosomal protein S2 pseudogene 40			19123937
36357	ribosomal protein S2 pseudogene 41			19123937
36481	ribosomal protein S2 pseudogene 42			19123937
35652	ribosomal protein S2 pseudogene 43			19123937
35811	ribosomal protein S2 pseudogene 44			19123937
25709	ribosomal protein S2 pseudogene 45	FLJ12331		19123937
35839	ribosomal protein S2 pseudogene 46			19123937
35785	ribosomal protein S2 pseudogene 47			19123937
35985	ribosomal protein S2 pseudogene 48			19123937
36521	ribosomal protein S2 pseudogene 49			19123937
36034	ribosomal protein S2 pseudogene 50			19123937
36422	ribosomal protein S2 pseudogene 51			19123937
36059	ribosomal protein S2 pseudogene 52			19123937
36690	ribosomal protein S2 pseudogene 53			19123937
35835	ribosomal protein S2 pseudogene 54			19123937
36140	ribosomal protein S2 pseudogene 55			19123937
10420	ribosomal protein S3	FLJ26283, FLJ27450, MGC87870	"IMR-90 ribosomal protein S3", "40S ribosomal protein S3"	1712897, 7789996
10421	ribosomal protein S3A			8647443, 1398113
10422	ribosomal protein S3A pseudogene 1			
14196	ribosomal protein S3A pseudogene 2			19123937
16537	ribosomal protein S3A pseudogene 3	bA332A4.2		
23562	ribosomal protein S3A pseudogene 4			
23744	ribosomal protein S3A pseudogene 5	bA486O22.3		19123937
18630	ribosomal protein S3A pseudogene 6			19123937
36376	ribosomal protein S3a pseudogene 7			19123937
35638	ribosomal protein S3a pseudogene 8			19123937
36150	ribosomal protein S3a pseudogene 9			19123937
36036	ribosomal protein S3a pseudogene 10			19123937
36825	ribosomal protein S3a pseudogene 11			19123937
35527	ribosomal protein S3a pseudogene 12			19123937
35715	ribosomal protein S3a pseudogene 14			19123937
35781	ribosomal protein S3a pseudogene 15			19123937
36052	ribosomal protein S3a pseudogene 16			19123937
36083	ribosomal protein S3a pseudogene 17			19123937
35893	ribosomal protein S3a pseudogene 18			19123937
36467	ribosomal protein S3a pseudogene 19			19123937
36141	ribosomal protein S3a pseudogene 20			19123937
36841	ribosomal protein S3a pseudogene 21			19123937
36573	ribosomal protein S3a pseudogene 22			19123937
36767	ribosomal protein S3a pseudogene 23			19123937
36267	ribosomal protein S3a pseudogene 24			19123937
36801	ribosomal protein S3a pseudogene 25			19123937
36513	ribosomal protein S3a pseudogene 26			19123937
35978	ribosomal protein S3a pseudogene 27			19123937
35738	ribosomal protein S3a pseudogene 28			19123937
35531	ribosomal protein S3a pseudogene 29			19123937
35538	ribosomal protein S3a pseudogene 30			19123937
36860	ribosomal protein S3a pseudogene 31			19123937
36717	ribosomal protein S3a pseudogene 32			19123937
35476	ribosomal protein S3a pseudogene 33			19123937
36293	ribosomal protein S3a pseudogene 34			19123937
35902	ribosomal protein S3a pseudogene 35			19123937
35596	ribosomal protein S3a pseudogene 36			19123937
36691	ribosomal protein S3a pseudogene 37			19123937
36145	ribosomal protein S3a pseudogene 38			19123937
35490	ribosomal protein S3a pseudogene 39			19123937
35869	ribosomal protein S3a pseudogene 40			19123937
37000	ribosomal protein S3a pseudogene 41			19123937
35605	ribosomal protein S3a pseudogene 42			19123937
36684	ribosomal protein S3a pseudogene 43			19123937
36761	ribosomal protein S3a pseudogene 44			19123937
36338	ribosomal protein S3a pseudogene 46			19123937
36744	ribosomal protein S3a pseudogene 47			19123937
36792	ribosomal protein S3a pseudogene 48			19123937
36810	ribosomal protein S3a pseudogene 49			19123937
37018	ribosomal protein S3a pseudogene 50			19123937
35480	ribosomal protein S3a pseudogene 51			19123937
16579	ribosomal protein S3 pseudogene 1	dJ631M13.3		
16603	ribosomal protein S3 pseudogene 2	dJ927M24.3		19123937
36700	ribosomal protein S3 pseudogene 3			19123937
36616	ribosomal protein S3 pseudogene 4			19123937
36869	ribosomal protein S3 pseudogene 5			19123937
36061	ribosomal protein S3 pseudogene 6			19123937
36056	ribosomal protein S3 pseudogene 7			19123937
32444	ribosomal protein S4 pseudogene 1			19123937
16563	ribosomal protein S4 pseudogene 2	dJ189G13.2		19123937
16251	ribosomal protein S4 pseudogene 3	dJ843L14.2		
36545	ribosomal protein S4X pseudogene 4			19123937
36670	ribosomal protein S4X pseudogene 5			19123937
36057	ribosomal protein S4X pseudogene 6			19123937
36885	ribosomal protein S4X pseudogene 7			19123937
36683	ribosomal protein S4X pseudogene 8			19123937
35792	ribosomal protein S4X pseudogene 9			19123937
35741	ribosomal protein S4X pseudogene 10			19123937
37013	ribosomal protein S4X pseudogene 11			19123937
35951	ribosomal protein S4X pseudogene 12			19123937
36522	ribosomal protein S4X pseudogene 13			19123937
36737	ribosomal protein S4X pseudogene 14			19123937
36308	ribosomal protein S4X pseudogene 15			19123937
36365	ribosomal protein S4X pseudogene 16			19123937
36789	ribosomal protein S4X pseudogene 17			19123937
36170	ribosomal protein S4X pseudogene 18			19123937
36872	ribosomal protein S4X pseudogene 19			19123937
36437	ribosomal protein S4X pseudogene 20			19123937
36228	ribosomal protein S4X pseudogene 21			19123937
36125	ribosomal protein S4X pseudogene 22			19123937
10424	ribosomal protein S4, X-linked	DXS306, CCG2, SCAR, SCR10, FLJ40595	"40S ribosomal protein S4, X isoform", "ribosomal protein S4X isoform", "single-copy abundant mRNA", "cell cycle gene 2"	1795030, 8139551
10425	ribosomal protein S4, Y-linked 1	MGC5070, MGC119100	"ribosomal protein S4Y", "40S ribosomal protein S4, Y"	
36893	ribosomal protein S4Y pseudogene 1			19123937
18501	ribosomal protein S4, Y-linked 2			12815422
10426	ribosomal protein S5		"40S ribosomal protein S5"	7772601, 9582194
10428	ribosomal protein S5 pseudogene 1			19123937
17222	ribosomal protein S5 pseudogene 2			19123937
10427	ribosomal protein S5 pseudogene 3			19123937
36122	ribosomal protein S5 pseudogene 4			19123937
35626	ribosomal protein S5 pseudogene 5			19123937
35960	ribosomal protein S5 pseudogene 6			19123937
36881	ribosomal protein S5 pseudogene 7			19123937
36531	ribosomal protein S5 pseudogene 8			19123937
10429	ribosomal protein S6		"40S ribosomal protein S6", "phosphoprotein NP33"	1577483
10430	ribosomal protein S6 kinase, 90kDa, polypeptide 1	RSK, RSK1, HU-1		8141249
10431	ribosomal protein S6 kinase, 90kDa, polypeptide 2	RSK, RSK3, HU-2		8141249
10432	ribosomal protein S6 kinase, 90kDa, polypeptide 3	RSK, RSK2, HU-3		8141249, 11896450
10433	ribosomal protein S6 kinase, 90kDa, polypeptide 4	RSK-B, MSK2		9792677, 9687510
10434	ribosomal protein S6 kinase, 90kDa, polypeptide 5	MSK1, RLPK		9687510, 10702687
10435	ribosomal protein S6 kinase, 90kDa, polypeptide 6	RSK4		10644430
10436	ribosomal protein S6 kinase, 70kDa, polypeptide 1	S6K1, p70(S6K)-alpha, PS6K		1922062
10437	ribosomal protein S6 kinase, 70kDa, polypeptide 2	p70S6Kb, P70-BETA, STK14B, KLS		9878560, 9804755
10438	ribosomal protein S6 kinase, 70kDa, polypeptide 3			
10439	ribosomal protein S6 kinase, 52kDa, polypeptide 1	humS6PKh1		10552933
20222	ribosomal protein S6 kinase-like 1	MGC11287		
32478	ribosomal protein S6 pseudogene 1			12477932, 19123937
36446	ribosomal protein S6 pseudogene 2			19123937
36943	ribosomal protein S6 pseudogene 3			19123937
36548	ribosomal protein S6 pseudogene 4			19123937
36242	ribosomal protein S6 pseudogene 5			19123937
36092	ribosomal protein S6 pseudogene 7			19123937
36999	ribosomal protein S6 pseudogene 8			19123937
35938	ribosomal protein S6 pseudogene 9			19123937
36730	ribosomal protein S6 pseudogene 10			19123937
36270	ribosomal protein S6 pseudogene 11			19123937
36375	ribosomal protein S6 pseudogene 12			19123937
35772	ribosomal protein S6 pseudogene 13			19123937
36738	ribosomal protein S6 pseudogene 14			19123937
36942	ribosomal protein S6 pseudogene 15			19123937
35668	ribosomal protein S6 pseudogene 16			19123937
36669	ribosomal protein S6 pseudogene 17			19123937
36496	ribosomal protein S6 pseudogene 18			19123937
36136	ribosomal protein S6 pseudogene 19			19123937
36940	ribosomal protein S6 pseudogene 20			19123937
36478	ribosomal protein S6 pseudogene 21			19123937
35655	ribosomal protein S6 pseudogene 22			19123937
36070	ribosomal protein S6 pseudogene 24			19123937
35948	ribosomal protein S6 pseudogene 25			19123937
36713	ribosomal protein S6 pseudogene 26			19123937
10440	ribosomal protein S7			8522193, 10625621
17081	ribosomal protein S7 pseudogene 1			19123937
36079	ribosomal protein S7 pseudogene 2			19123937
36518	ribosomal protein S7 pseudogene 3			19123937
36000	ribosomal protein S7 pseudogene 4			19123937
37037	ribosomal protein S7 pseudogene 5			19123937
36334	ribosomal protein S7 pseudogene 6			19123937
35690	ribosomal protein S7 pseudogene 7			19123937
35710	ribosomal protein S7 pseudogene 8			19123937
36998	ribosomal protein S7 pseudogene 9			19123937
35841	ribosomal protein S7 pseudogene 11			19123937
36147	ribosomal protein S7 pseudogene 12			19123937
35756	ribosomal protein S7 pseudogene 13			19123937
36602	ribosomal protein S7 pseudogene 14			19123937
10441	ribosomal protein S8			8432552
19789	ribosomal protein S8 pseudogene 1			19123937
31000	ribosomal protein S8 pseudogene 3	HsT2707		19123937
17478	ribosomal protein S8 pseudogene 4	Em:AC012468.5		19123937
36417	ribosomal protein S8 pseudogene 5			19123937
36947	ribosomal protein S8 pseudogene 6			19123937
35795	ribosomal protein S8 pseudogene 7			19123937
36213	ribosomal protein S8 pseudogene 8			19123937
35524	ribosomal protein S8 pseudogene 9			19123937
35628	ribosomal protein S8 pseudogene 10			19123937
10442	ribosomal protein S9		"40S ribosomal protein S9"	7772601, 9582194
10443	ribosomal protein S9 pseudogene 1			9740676, 19123937
19428	ribosomal protein S9 pseudogene 2	bA12M9.1		19123937
36635	ribosomal protein S9 pseudogene 3			19123937
36710	ribosomal protein S9 pseudogene 4			19123937
10383	ribosomal protein S10	MGC88819		7772601, 9582194
13981	ribosomal protein S10 pseudogene 1	RPS10p, dJ34B20.13		19123937
16594	ribosomal protein S10 pseudogene 2	dJ858M22.1		19123937
23684	ribosomal protein S10 pseudogene 3			19123937
31364	ribosomal protein S10 pseudogene 4	bcm1851		19123937
15795	ribosomal protein S10 pseudogene 5	bA371L19.2		19123937
35765	ribosomal protein S10 pseudogene 6			19123937
36423	ribosomal protein S10 pseudogene 7			19123937
36606	ribosomal protein S10 pseudogene 8			19123937
36451	ribosomal protein S10 pseudogene 9			19123937
37034	ribosomal protein S10 pseudogene 10			19123937
36775	ribosomal protein S10 pseudogene 11			19123937
36662	ribosomal protein S10 pseudogene 12			19123937
36374	ribosomal protein S10 pseudogene 13			19123937
35880	ribosomal protein S10 pseudogene 14			19123937
35860	ribosomal protein S10 pseudogene 15			19123937
36200	ribosomal protein S10 pseudogene 16			19123937
35562	ribosomal protein S10 pseudogene 17			19123937
36239	ribosomal protein S10 pseudogene 18			19123937
35907	ribosomal protein S10 pseudogene 19			19123937
35829	ribosomal protein S10 pseudogene 20			19123937
35906	ribosomal protein S10 pseudogene 21			19123937
35814	ribosomal protein S10 pseudogene 22			19123937
36657	ribosomal protein S10 pseudogene 23			19123937
35989	ribosomal protein S10 pseudogene 24			19123937
36532	ribosomal protein S10 pseudogene 25			19123937
36321	ribosomal protein S10 pseudogene 26			19123937
36850	ribosomal protein S10 pseudogene 27			19123937
35511	ribosomal protein S10 pseudogene 28			19123937
37120	ribosomal protein S10 pseudogene 29			
35593	ribosomal protein S10 pseudogene 30			19123937
35998	ribosomal protein S10 pseudogene 31			19123937
10384	ribosomal protein S11		"40S ribosomal protein S11"	1577483, 9582194
16553	ribosomal protein S11 pseudogene 1	dJ1060K6.1		19123937
37007	ribosomal protein S11 pseudogene 2			19123937
35870	ribosomal protein S11 pseudogene 3			19123937
35644	ribosomal protein S11 pseudogene 4			19123937
36312	ribosomal protein S11 pseudogene 5			19123937
36693	ribosomal protein S11 pseudogene 6			19123937
36724	ribosomal protein S11 pseudogene 7			19123937
10385	ribosomal protein S12			1861993, 9582194
19787	ribosomal protein S12 pseudogene 1			19123937
24221	ribosomal protein S12 pseudogene 2	bA40F6.3		19123937
35500	ribosomal protein S12 pseudogene 3			19123937
35670	ribosomal protein S12 pseudogene 4			19123937
36525	ribosomal protein S12 pseudogene 5			19123937
35790	ribosomal protein S12 pseudogene 6			19123937
36699	ribosomal protein S12 pseudogene 7			19123937
35945	ribosomal protein S12 pseudogene 8			19123937
36719	ribosomal protein S12 pseudogene 9			19123937
35824	ribosomal protein S12 pseudogene 10			19123937
36042	ribosomal protein S12 pseudogene 11			19123937
36235	ribosomal protein S12 pseudogene 12			19123937
36549	ribosomal protein S12 pseudogene 13			19123937
35632	ribosomal protein S12 pseudogene 14			19123937
35610	ribosomal protein S12 pseudogene 15			19123937
36595	ribosomal protein S12 pseudogene 16			19123937
35705	ribosomal protein S12 pseudogene 17			19123937
36421	ribosomal protein S12 pseudogene 18			19123937
36187	ribosomal protein S12 pseudogene 20			19123937
36464	ribosomal protein S12 pseudogene 21			19123937
35671	ribosomal protein S12 pseudogene 22			19123937
35573	ribosomal protein S12 pseudogene 23			19123937
35561	ribosomal protein S12 pseudogene 24			19123937
36019	ribosomal protein S12 pseudogene 25			19123937
36320	ribosomal protein S12 pseudogene 26			19123937
35892	ribosomal protein S12 pseudogene 27			19123937
36972	ribosomal protein S12 pseudogene 28			19123937
36206	ribosomal protein S12 pseudogene 29			19123937
36813	ribosomal protein S12 pseudogene 30			19123937
35578	ribosomal protein S12 pseudogene 31			19123937
35571	ribosomal protein S12 pseudogene 32			19123937
10386	ribosomal protein S13		"40S ribosomal protein S13"	8332508, 9582194
36309	ribosomal protein S13 pseudogene 1			19123937
36364	ribosomal protein S13 pseudogene 2			19123937
36866	ribosomal protein S13 pseudogene 3			19123937
35731	ribosomal protein S13 pseudogene 4			19123937
36610	ribosomal protein S13 pseudogene 5			19123937
35653	ribosomal protein S13 pseudogene 6			19123937
36310	ribosomal protein S13 pseudogene 7			19123937
36400	ribosomal protein S13 pseudogene 8			19123937
10387	ribosomal protein S14	EMTB	"emetine resistance", "40S ribosomal protein S14"	3785212, 1549121
35572	ribosomal protein S14 pseudogene 1			19123937
36080	ribosomal protein S14 pseudogene 2			19123937
35797	ribosomal protein S14 pseudogene 3			19123937
36419	ribosomal protein S14 pseudogene 4			19123937
36087	ribosomal protein S14 pseudogene 5			19123937
36241	ribosomal protein S14 pseudogene 6			19123937
36961	ribosomal protein S14 pseudogene 7			19123937
37027	ribosomal protein S14 pseudogene 8			19123937
36286	ribosomal protein S14 pseudogene 9			19123937
35517	ribosomal protein S14 pseudogene 10			19123937
